노선명,구간명,AADT,승용차,버스,소형화물,중형화물,대형화물,평균교통량_계,평균교통량_비율,주말_승용차,주말_버스,주말_소형화물,주말_중형화물,주말_대형화물,주말교통량_계,주말교통량_비율,city,road_id,승용차_ESAL,버스_ESAL,소형화물_ESAL,중형화물_ESAL,대형화물_ESAL,traffic_esal,total_traffic,heavy_traffic,heavy_vehicle_ratio,traffic_score,total_sewer_length,old_sewer_length,old_sewer_ratio,average_sewer_age,sewer_score,date,min_temp,max_temp,precipitation,freeze_thaw,freeze_thaw_14d,freeze_score,rain_7d,rain_14d,rain_7d_score,rain_14d_score,rain_score,month,freeze_weight,rain_weight,sewer_weight,traffic_weight,freeze_contribution,rain_contribution,sewer_contribution,traffic_contribution,base_risk_score,interaction_bonus,risk_score,risk_level,main_risk_factor
 ,김제IC-전주시(0116-02),30038,23302,501,6494,804,66,31167,103.8,21792,395,4707,287,23,27204,90.6,전주시, |김제IC-전주시(0116-02),4.6604,426.852,25.976,1394.94,209.154,2061.5824000000002,31167,870,0.027914139955722398,58.46540973889049,2081706.65,842.95,0.00040493217428113617,7.742488395563824,0.04049321742811362,2024-01-01,-8.72,1.93,0.0,1,1.0,20,0.0,0.0,0.0,0.0,0.0,1,0.35,0.15,0.25,0.25,7.0,0.0,0.010123304357028405,14.616352434722623,21.626475739079652,0,21.626475739079652,안전,교통하중
 ,대강면-남원시(2411-03),2664,1847,67,763,71,4,2752,103.3,1833,65,521,25,2,2446,91.8,남원시, |대강면-남원시(2411-03),0.3694,57.083999999999996,3.052,123.185,12.676,196.3664,2752,75,0.027252906976744186,0.0,670188.0,287953.6,0.42966093096265523,17.276260308101918,42.966093096265524,2025-08-11,15.44,25.01,0.0,0,0.0,0,7.330000000000007,66.2,8.6336866902238,52.288228822882296,52.288228822882296,8,0.05,0.45,0.25,0.25,0.0,23.529702970297034,10.741523274066381,0.0,34.27122624436342,0,34.27122624436342,주의,누적강수
 ,대강면-남원시(2411-03),2664,1847,67,763,71,4,2752,103.3,1833,65,521,25,2,2446,91.8,남원시, |대강면-남원시(2411-03),0.3694,57.083999999999996,3.052,123.185,12.676,196.3664,2752,75,0.027252906976744186,0.0,670188.0,287953.6,0.42966093096265523,17.276260308101918,42.966093096265524,2025-08-12,13.15,20.4,0.83,0,0.0,0,8.160000000000007,64.06,9.611307420494708,49.93399339933994,49.93399339933994,8,0.05,0.45,0.25,0.25,0.0,22.470297029702973,10.741523274066381,0.0,33.21182030376936,0,33.21182030376936,주의,누적강수
 ,대강면-남원시(2411-03),2664,1847,67,763,71,4,2752,103.3,1833,65,521,25,2,2446,91.8,남원시, |대강면-남원시(2411-03),0.3694,57.083999999999996,3.052,123.185,12.676,196.3664,2752,75,0.027252906976744186,0.0,670188.0,287953.6,0.42966093096265523,17.276260308101918,42.966093096265524,2025-08-13,19.72,31.02,0.0,0,0.0,0,5.380000000000007,27.34,6.336866902237935,14.11461022199277,14.11461022199277,8,0.05,0.45,0.25,0.25,0.0,6.351574599896747,10.741523274066381,0.0,17.093097873963128,0,17.093097873963128,안전,하수관로 노후
 ,대강면-남원시(2411-03),2664,1847,67,763,71,4,2752,103.3,1833,65,521,25,2,2446,91.8,남원시, |대강면-남원시(2411-03),0.3694,57.083999999999996,3.052,123.185,12.676,196.3664,2752,75,0.027252906976744186,0.0,670188.0,287953.6,0.42966093096265523,17.276260308101918,42.966093096265524,2025-08-14,17.67,25.66,4.06,0,0.0,0,9.440000000000007,15.899999999999999,11.11896348645466,8.208569953536395,11.11896348645466,8,0.05,0.45,0.25,0.25,0.0,5.003533568904597,10.741523274066381,0.0,15.745056842970978,0,15.745056842970978,안전,하수관로 노후
 ,대강면-남원시(2411-03),2664,1847,67,763,71,4,2752,103.3,1833,65,521,25,2,2446,91.8,남원시, |대강면-남원시(2411-03),0.3694,57.083999999999996,3.052,123.185,12.676,196.3664,2752,75,0.027252906976744186,0.0,670188.0,287953.6,0.42966093096265523,17.276260308101918,42.966093096265524,2025-08-15,10.81,19.33,0.0,0,0.0,0,4.890000000000007,15.899999999999999,5.759717314487641,8.208569953536395,8.208569953536395,8,0.05,0.45,0.25,0.25,0.0,3.693856479091378,10.741523274066381,0.0,14.43537975315776,0,14.43537975315776,안전,하수관로 노후
 ,대강면-남원시(2411-03),2664,1847,67,763,71,4,2752,103.3,1833,65,521,25,2,2446,91.8,남원시, |대강면-남원시(2411-03),0.3694,57.083999999999996,3.052,123.185,12.676,196.3664,2752,75,0.027252906976744186,0.0,670188.0,287953.6,0.42966093096265523,17.276260308101918,42.966093096265524,2025-08-16,19.22,28.63,0.0,0,0.0,0,4.890000000000007,15.899999999999999,5.759717314487641,8.208569953536395,8.208569953536395,8,0.05,0.45,0.25,0.25,0.0,3.693856479091378,10.741523274066381,0.0,14.43537975315776,0,14.43537975315776,안전,하수관로 노후
 ,대강면-남원시(2411-03),2664,1847,67,763,71,4,2752,103.3,1833,65,521,25,2,2446,91.8,남원시, |대강면-남원시(2411-03),0.3694,57.083999999999996,3.052,123.185,12.676,196.3664,2752,75,0.027252906976744186,0.0,670188.0,287953.6,0.42966093096265523,17.276260308101918,42.966093096265524,2025-08-17,17.95,25.04,22.81,0,0.0,0,27.700000000000006,35.769999999999996,36.40397857689366,18.466701084150746,36.40397857689366,8,0.05,0.45,0.25,0.25,0.0,16.381790359602146,10.741523274066381,0.0,27.123313633668527,0,27.123313633668527,안전,누적강수
 ,대강면-남원시(2411-03),2664,1847,67,763,71,4,2752,103.3,1833,65,521,25,2,2446,91.8,남원시, |대강면-남원시(2411-03),0.3694,57.083999999999996,3.052,123.185,12.676,196.3664,2752,75,0.027252906976744186,0.0,670188.0,287953.6,0.42966093096265523,17.276260308101918,42.966093096265524,2025-08-18,17.15,28.39,0.0,0,0.0,0,27.700000000000006,35.03,36.40397857689366,18.084667010841507,36.40397857689366,8,0.05,0.45,0.25,0.25,0.0,16.381790359602146,10.741523274066381,0.0,27.123313633668527,0,27.123313633668527,안전,누적강수
 ,대강면-남원시(2411-03),2664,1847,67,763,71,4,2752,103.3,1833,65,521,25,2,2446,91.8,남원시, |대강면-남원시(2411-03),0.3694,57.083999999999996,3.052,123.185,12.676,196.3664,2752,75,0.027252906976744186,0.0,670188.0,287953.6,0.42966093096265523,17.276260308101918,42.966093096265524,2025-08-19,11.33,21.49,0.0,0,0.0,0,26.870000000000008,35.03,35.13389441469014,18.084667010841507,35.13389441469014,8,0.05,0.45,0.25,0.25,0.0,15.810252486610564,10.741523274066381,0.0,26.551775760676946,0,26.551775760676946,안전,누적강수
 ,대강면-남원시(2411-03),2664,1847,67,763,71,4,2752,103.3,1833,65,521,25,2,2446,91.8,남원시, |대강면-남원시(2411-03),0.3694,57.083999999999996,3.052,123.185,12.676,196.3664,2752,75,0.027252906976744186,0.0,670188.0,287953.6,0.42966093096265523,17.276260308101918,42.966093096265524,2025-08-20,13.2,23.96,0.0,0,0.0,0,26.870000000000008,32.25,35.13389441469014,16.649457924625708,35.13389441469014,8,0.05,0.45,0.25,0.25,0.0,15.810252486610564,10.741523274066381,0.0,26.551775760676946,0,26.551775760676946,안전,누적강수
